"call_number","creator","date","description","headerImage","identifier","subject","title"
"","Irwin, W.","2001-00-00T00:00:00Z","","","9780657127947","","e - der leyner esimos"
"srlf_ucla:LAGE-1259615","Bowen, Abel, 1790-1850","1828-00-00T00:00:00Z","Quarter red sheep and tan printed paper over boards","","earlyimpressions00boweiala","Conduct of life","Early impressions"
"","Edgeworth, Maria, 1767-1849","1824-00-00T00:00:00Z","","","earlylessons02edge","English fiction","Early lessons .."
"","Edgeworth, Maria, 1767-1849","1824-00-00T00:00:00Z","","","earlylessons03edge","English fiction","Early lessons .."
"","Edgeworth, Maria, 1767-1849","1824-00-00T00:00:00Z","","","earlylessons04edge","English fiction","Early lessons .."
"","","1912-00-00T00:00:00Z","A collection of over twenty Norwegian folk tales and fairy tales including: Reynard and the Cock, The Giant Who Had No Heart in his Body, and Why the Sea is Salt. <br /><br /><br /><table><tr><td><img src=""http://www.archive.org/images/icdllogo.jpg"" alt=""icdllogo.jpg"" /></td> <td>You can also <a href=""http://www.icdlbooks.org:8080/servlet/BookPreview?bookid=thoeast_00150021&summary=true&route=text"" rel=""nofollow"">read a copy of 'East O'The Sun And West O'The Moon: With Other Norwegian Folk Tales'</a> by going to the <a href=""http://www.icdlbooks.org"" rel=""nofollow"">International Children's Digital Library</a>, a joint project of the Internet Archive and University Of Maryland.</td> </tr></table>","","thoeast","","East O'The Sun And West O'The Moon: With Other Norwegian Folk Tales"
"146349","Asbjørnsen, Peter Christen, 1812-1885,Moe, Jørgen Engebretsen, 1813-1882,Dasent, George Webbe, Sir, 1817-1896,Nielsen, Kay Rasmus, 1886-1957","","Fifteen stories from Norwegian folklore including East of the sun and west of the moon and One's own children are always prettiest","","eastofsunwestofm00asbj","Fairy tales,Folklore -- Norway","East of the sun and west of the moon : old tales from the North"
"751496","Shedlock, Marie L., 1854-1935","","NY3","","easternstoriesle00shed","Buddha (The concept),Buddhism","Eastern stories and legends"
"srlf_ucla:LAGE-1260456","","1825-00-00T00:00:00Z","Moon, M. Harris","","easyrhymesforchi00londiala","Nursery rhymes, English,Children -- Conduct of life","Easy rhymes for children from five to ten years of age : with eight engravings"
"srlf_ucla:LAGE-765648","Bristol, Mary C,American Tract Society","","Orange sand-grain cloth over boards, blocked in black, gold and blind","","ednaharringtonor00brisiala","Christian life,Family","Edna Harrington, or, The daughter's influence in the home circle"
"srlf_ucla:LAGE-1264793","","","Quarter red sheep and marbled paper (shell on v. 1, Stormont on v. 2) over boards; spines tooled and lettered in gold with title, volume, and price (2s.); edges sprinkled in blue","","edwardgeorgeorle01londiala","Conduct of life","Edward & George, or, Lessons from real life : for children of early years"
"srlf_ucla:LAGE-1264793","","","Quarter red sheep and marbled paper (shell on v. 1, Stormont on v. 2) over boards; spines tooled and lettered in gold with title, volume, and price (2s.); edges sprinkled in blue","","edwardgeorgeorle02londiala","Conduct of life","Edward & George, or, Lessons from real life : for children of early years"
"srlf_ucla:LAGE-533958","Author of Tales of boys as they are","1826-00-00T00:00:00Z","Special Collections copy 1 = Ribbed blue cloth over boards. Binder's title: Edward and Alfred's juvenile tour. 2 volumes bound in 1","","edwardalfredstou02authiala","France -- Description and travel Juvenile literature,Switzerland -- Description and travel Juvenile literature","Edward and Alfred's tour in France and Switzerland in the year 1824"
"srlf_ucla:LAGE-533958","Author of Tales of boys as they are","1826-00-00T00:00:00Z","Special Collections copy 1 = Ribbed blue cloth over boards. Binder's title: Edward and Alfred's juvenile tour. 2 volumes bound in 1","","edwardalfredstou01authiala","France -- Description and travel Juvenile literature,Switzerland -- Description and travel Juvenile literature","Edward and Alfred's tour in France and Switzerland in the year 1824"
"srlf_ucla:LAGE-1264775","","1848-00-00T00:00:00Z","Dark brown cloth over boards, blocked in blind","","edwardmarydesign00bostiala","Christian life,Love -- Religious aspects Christianity,Christian education","Edward and Mary: designed to illustrate the nature and effects of true love to God"
"srlf_ucla:lage-531403","Austin, Cyril F,Austin, Hilda","","Quarter red cloth and illustrated and printed white paper over boards","","edwardbuttoneyeh00austiala","Dolls","Edward Buttoneye and his adventures"
"srlf_ucla:LAGE-1776542","Huish, Robert, 1777-1850","1828-00-00T00:00:00Z","Publisher's quarter red sheep and printed tan paper over boards, with title on upper board: Week's Holidays","","edwinhenryorwee00huisiala","West, Benjamin, 1738-1820,Devotional literature,Christian literature for children,Conduct of life","Edwin and Henry, or, the week's holidays : containing original, moral and instructive tales for the improvement of youth"
"srlf_ucla:LAGE-1776544","Huish, Robert, 1777-1850","","Quarter red sheep and marbled paper over boards; spine tooled in gold","","edwinhenryorweek00huisiala","Conduct of life,Christian literature for children,Devotional literature","Edwin and Henry, or, The week's holidays : containing original, moral, and instructive tales for the improvement of youth : to which is added, a hymn for the morning and evening of every day of the week"
"srlf_ucla:LAGE-1265450","","1866-00-00T00:00:00Z","Edwin, the young rabbit fancier -- Julia Martin -- The haymakers -- The reapers -- The parrot","","edwinyoungrabbit00bostiala","Animal welfare","Edwin, the young rabbit fancier : and other stories"
"srlf_ucla:LAGE-1052549","Crofts, John,Browne, Gordon, 1858-1932,Cooper, James Davis, 1823-1904","","BLC","","effieherstrangea00crofiala","Children's stories","Effie and her strange acquaintances : a very curious story, almost true"
"srlf_ucla:LAGE-1266118","","","Publisher's buff printed wrappers; illustration on lower wrapper","","egbertorvictimof00londiala","Credulity,Conduct of life","Egbert, or, The victim of credulity : an original tale : embellished with new engravings"
"srlf_ucla:LAGE-4698923","Dymond, Edith","1825-00-00T00:00:00Z","Contemporary quarter red roan and marbled paper over boards. Inscribed on upper free endpaper: H.L. Barlow--the gift of her Mother. Purchase, David Bickersteth, 1991","","eighteveningsats00dymoiala","Voyages and travels,Adventures and adventurers","Eight evenings at school"
"srlf_ucla:LAGE-1267723","","","Steam boat -- The chair -- The ship -- The well -- Arm and hammer -- The cat -- Brown cow -- White horse","","eightstoriesfori00portiala","Children's stories","Eight stories for Isabel"
"207556","Braun, Georg","","NY3","","eineauswahlderbe00brau","Folklore,Fairy tales","eine Auswahl der beliebtesten und vo"
"","Shafir, B.","2003-00-00T00:00:00Z","","","9780657131876","","eler-shiber"
"","Kvitko, Leib","2001-00-00T00:00:00Z","","","9780657134815","","Elf ekher"
"","Richards, Laura Elizabeth Howe, 1850-1943","1916-00-00T00:00:00Z","","","elizabethfryange00rich","Fry, Elizabeth Gurney, 1780-1845","Elizabeth Fry : the angel of the prisons"
"","Finley, Martha, 1828-1909,Presbyterian Church in the U.S.A. Board of Publication","","","","ellaclintonorbyt00finl","","Ella Clinton, or, By their fruits ye shall know them"
"srlf_ucla:LAGE-2299519","McIntosh, Maria J. (Maria Jane), 1803-1878","1849-00-00T00:00:00Z","Green paper over boards; green, gold, and cream patterned cloth onlay pasted on upper board","","ellenleslieorrew00mciniala","Conduct of life,Family","Ellen Leslie, or, The reward of self-control"
"","Abbott, Jacob","","","","UF00001936","Conduct of life,Friendship,Brothers and sisters,Juvenile fiction,Country life,Embossed cloth bindings (Binding),Children and death","Ellen Linn"
"","Johnson, M. O., Mrs","1871-00-00T00:00:00Z","","","elmshomestead00john","Children's stories, American","Elms homestead"
"","Finley, Martha, 1828-1909","","","","elsiedinsmore00finl2","Christian life","Elsie Dinsmore"
"","Gray, Joslyn","1918-00-00T00:00:00Z","","","elsiemarleyhoney00gray","","Elsie Marley, honey"
"srlf_ucla:LAGE-1273162","Andrew, John, 1815-1875","1872-00-00T00:00:00Z","Green sand-grain cloth over boards, blocked in black, gold, and blind","","elsiewoodstoryfo00andriala","Procrastination,Conduct of life","Elsie Wood : a story for girls"
"","Finley, Martha, 1828-1909","","","","elsieswomanhoods00finl","Children's stories, American","Elsie's womanhood : a sequel to ""Elsie's girlhood"""
"","Andersen, H. C.","1999-00-00T00:00:00Z","","","9780657035785","","Elye-luk-aye, oder, Di ziben eg fun okh"
"srlf_ucla:LAGE-2518304","Neale, Cornelius, 1789-1823,Religious Tract Society (Great Britain)","1833-00-00T00:00:00Z","Includes bibliographical references","","emblemsforyoungf00nealiala","Bible,Religious education of children","Emblems for the young from Scripture, nature and art"
"","Geldart, Thomas","1851-00-00T00:00:00Z","","","UF00001806","Governesses,Conduct of life,Binders' tickets (Binding),Temper,Boys,Young women,Juvenile fiction,Girls,Publishers' catalogues,Selfishness,T.R. Eeles &amp,Son,Embossed cloth bindings (Binding)","Emilie the peacemaker"
"","Geldart, Thomas, Mrs., 1819 or 20-1861","1859-00-00T00:00:00Z","","","emiliepeacemaker00geld","","Emilie the peacemaker"
"srlf_ucla:LAGE-1274496","","1825-00-00T00:00:00Z","Moon, M. Harris (1992)","","emilytaleforyoun00londiala","Cousins,Orphans","Emily : a tale for young persons"
"srlf_ucla:LAGE-465833","Abbott, Jacob, 1803-1879","","","","emmaorthreemisfo00abboiala","Children's stories","Emma; or, The three misfortunes of a belle"
"563220","Martin, George Madden, 1866-1936,Hinton, Charles Louis, b. 1869","","","","emmylouherbookhe00mart","","Emmy Lou : her book & heart"
"","Bayley, Henry, Mrs","1825-00-00T00:00:00Z","Moon, M. Harris (1992)","","employmenttrueso00bayl","Natural history,Botany,Conduct of life,National characteristics","Employment, the true source of happiness, or, The good uncle and aunt"
"srlf_ucla:LAGE-563705","Bayley, Henry, Mrs","1825-00-00T00:00:00Z","Moon, M. Harris (1992)","","employmenttrueso00bayliala","Natural history,Botany,Conduct of life,National characteristics","Employment, the true source of happiness, or, The good uncle and aunt"
"563075","Marc","","NY3","","enavantlarche00marc","","En avant, ... l'arche!"
"","Sholem Aleichem","1999-00-00T00:00:00Z","","","9780657036898","","en ikh bin Royshild ;"
"","Matthews, Betty","1980-00-00T00:00:00Z","Picture dictionary in English and Chinese. <br /><br /><br /><table><tr><td><img src=""http://www.archive.org/images/icdllogo.jpg"" alt=""icdllogo.jpg"" /></td> <td>This book will be available shortly on the <a href=""http://www.icdlbooks.org"" rel=""nofollow"">International Children's Digital Library</a>, a joint project of the Internet Archive and University Of Maryland. </td> </tr></table>","","mttngls","","English/Chinese Picture Dictionary"
"srlf_ucla:LAGE-2247369","Lowndes, Cecilia Selby,Society for Promoting Christian Knowledge (Great Britain)","","Tan cloth over boards blocked in brown and blue","","enidsvictory00lowniala","Christian life","Enid's victory"
"","","1845-00-00T00:00:00Z","A general natural science book for children in the form of ten dialogues between Uncle and his ten-year-old nephew. <br /><br /><br /><table><tr><td><img src=""http://www.archive.org/images/icdllogo.jpg"" alt=""icdllogo.jpg"" /></td> <td>You can also <a href=""http://www.icdlbooks.org:8080/servlet/BookPreview?bookid=wrlennp_00070011&summary=true&route=text"" rel=""nofollow"">read a copy of 'Enon Opetuksia Luonnon Asioist'</a> by going to the <a href=""http://www.icdlbooks.org"" rel=""nofollow"">International Children's Digital Library</a>, a joint project of the Internet Archive and University Of Maryland.</td> </tr></table>","","wrlennp","","Enon Opetuksia Luonnon Asioista"
"","Beach, Edward L. (Edward Latimer), 1918-2002","","","","ensignralphosbor00beac","United States. Navy","Ensign Ralph Osborn : the story of his trials and triumphs in a battleship's engine room"
"","Gray, David, 1870-1968,Decorative Designers. bdd,Century Company. pbl","1912-00-00T00:00:00Z","","","ensignrussell00gray","","Ensign Russell"
"srlf_ucla:LAGE-1279516","","","ESTC","","entertainingmemo00londiala","Children's stories,Girls -- Conduct of life","Entertaining memoirs of little personages, or, Moral amusements for young ladies ..."
"256889","Cim, Albert","","NY3","","entrecamaradesou00cima","France -- Social life and customs","Entre camarades; ouvrage"
"","Dobrushin, Yekhezkel","2001-00-00T00:00:00Z","","","9780657132859","","Estere :"
"","Everett-Green, Evelyn, 1856-1932","","","","estherschargesto00ever","","Esther's charge : a story for girls"
"srlf_ucla:LAGE-1287040","","","Publisher's printed beige paper over boards; fragment of chromolithographed paper onlay on upper board","","ethelskeepsake00newyiala","Conduct of life,Children's poetry","Ethel's keepsake"
"","","","","","ethelsstoryillus00phil","Children's stories, English","Ethel's story: illustrating the advantages of patience"
"srlf_ucla:LAGE-1290943","","1794-00-00T00:00:00Z","Brown sprinkled calf over boards; black leather label on spine","","eveningrecreatio00londiala","Conduct of life","Evening recreations : a collection of original stories : for the amusement of her young friends"
"","Aikin, John","1852-00-00T00:00:00Z","","","UF00002138","Science,Binders' tickets (Binding),Leighton Son &amp,Hodge,Nature,Pictorial cloth bindings (Binding),Natural history,Conduct of life,Juvenile literature,Children,Leighton, Son &amp,Hodge,Leighton,Signed bindings (Binding)","Evenings at home, or, The juvenile budget opened"
"","Guizot, Madame (Elisabeth Charlotte Pauline), 1773-1827,American Sunday-School Union","","","","eveningsinsoutho00guiz","","Evenings in the South of France. From the French of Madame Guizot"
"srlf_ucla:LAGE-465835","Abbott, Jacob, 1803-1879,Pinkney, Samuel J","","Publisher's pine green bead-grain cloth over boards, blocked in gold and blind","","excursiontoorkne00abboiala","Orkney (Scotland) -- Description and travel Juvenile literature","Excursion to the Orkney Islands"
"srlf_ucla:LAGE-2045287","Lady,Bunyan, John, 1628-1688","1808-00-00T00:00:00Z","Osborne Coll.","","explanationofpil00ladyiala","Bunyan, John, 1628-1688,Christian education,Children's questions and answers","Explanation of the Pilgrim's progress, &c. &c. : abridged, and adapted to the capacities of children, in dialogue, between a child, and his mother"
